Unnamed: 0,Name,Type,Health,Attack,Defence,Moves
495,Kricketot,Bug,37,25,41,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
496,Kricketune,Bug,77,85,51,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
497,Shinx,Electric,45,65,34,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
498,Luxio,Electric,60,85,49,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
499,Luxray,Electric,80,120,79,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
500,Budew,Grass,40,30,35,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
501,Roserade,Grass,60,70,65,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
502,Cranidos,Rock,67,125,40,"Accelerock,Ancient Power,Continental Crush,Diamond Storm,G-Max Volcalith,Head Smash,Max Rockfall,Meteor Beam,Mighty Cleave,Power Gem,Rock Blast,Rock Polish,Rock Slide,Rock Throw,Rock Tomb,Rock Wrecker,Rollout,Salt Cure,Sandstorm,Smack Down,Splintered Stormshards,Stealth Rock,Stone Axe,Stone Edge,Tar Shot,Wide Guard"
503,Rampardos,Rock,97,165,60,"Accelerock,Ancient Power,Continental Crush,Diamond Storm,G-Max Volcalith,Head Smash,Max Rockfall,Meteor Beam,Mighty Cleave,Power Gem,Rock Blast,Rock Polish,Rock Slide,Rock Throw,Rock Tomb,Rock Wrecker,Rollout,Salt Cure,Sandstorm,Smack Down,Splintered Stormshards,Stealth Rock,Stone Axe,Stone Edge,Tar Shot,Wide Guard"
504,Shieldon,Rock,30,42,118,"Accelerock,Ancient Power,Continental Crush,Diamond Storm,G-Max Volcalith,Head Smash,Max Rockfall,Meteor Beam,Mighty Cleave,Power Gem,Rock Blast,Rock Polish,Rock Slide,Rock Throw,Rock Tomb,Rock Wrecker,Rollout,Salt Cure,Sandstorm,Smack Down,Splintered Stormshards,Stealth Rock,Stone Axe,Stone Edge,Tar Shot,Wide Guard"
505,Bastiodon,Rock,60,52,168,"Accelerock,Ancient Power,Continental Crush,Diamond Storm,G-Max Volcalith,Head Smash,Max Rockfall,Meteor Beam,Mighty Cleave,Power Gem,Rock Blast,Rock Polish,Rock Slide,Rock Throw,Rock Tomb,Rock Wrecker,Rollout,Salt Cure,Sandstorm,Smack Down,Splintered Stormshards,Stealth Rock,Stone Axe,Stone Edge,Tar Shot,Wide Guard"
506,Burmy,Bug,40,29,45,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
507,Burmy,Bug,40,29,45,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
508,Burmy,Bug,40,29,45,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
509,Wormadam,Bug,60,59,85,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
510,Wormadam,Bug,60,79,105,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
511,Wormadam,Bug,60,69,95,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
512,Mothim,Bug,70,94,50,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
513,Combee,Bug,30,30,42,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
514,Vespiquen,Bug,70,80,102,"Attack Order,Bug Bite,Bug Buzz,Defend Order,Fell Stinger,First Impression,Fury Cutter,G-Max Befuddle,Heal Order,Infestation,Leech Life,Lunge,Max Flutterby,Megahorn,Pin Missile,Pollen Puff,Pounce,Powder,Quiver Dance,Rage Powder,Savage Spin-Out,Signal Beam,Silk Trap,Silver Wind,Skitter Smack,Spider Web,Steamroller,Sticky Web,String Shot,Struggle Bug,Tail Glow,Twineedle,U-turn,X-Scissor"
515,Pachirisu,Electric,60,45,70,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
516,Buizel,Water,55,65,35,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
517,Floatzel,Water,85,105,55,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
518,Cherubi,Grass,45,35,45,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
519,Cherrim,Grass,70,60,70,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
520,Shellos,Water,76,48,48,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
521,Gastrodon,Water,111,83,68,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
522,Ambipom,Normal,75,100,66,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
523,Drifloon,Ghost,90,50,34,"Astonish,Astral Barrage,Bitter Malice,Confuse Ray,Curse,Destiny Bond,G-Max Terror,Grudge,Hex,Infernal Parade,Last Respects,Lick,Max Phantasm,Menacing Moonraze Maelstrom,Moongeist Beam,Never-Ending Nightmare,Night Shade,Nightmare,Ominous Wind,Phantom Force,Poltergeist,Rage Fist,Shadow Ball,Shadow Bone,Shadow Claw,Shadow Force,Shadow Punch,Shadow Sneak,Sinister Arrow Raid,Soul-Stealing 7-Star Strike,Spectral Thief,Spirit Shackle,Spite,Trick-or-Treat"
524,Drifblim,Ghost,150,80,44,"Astonish,Astral Barrage,Bitter Malice,Confuse Ray,Curse,Destiny Bond,G-Max Terror,Grudge,Hex,Infernal Parade,Last Respects,Lick,Max Phantasm,Menacing Moonraze Maelstrom,Moongeist Beam,Never-Ending Nightmare,Night Shade,Nightmare,Ominous Wind,Phantom Force,Poltergeist,Rage Fist,Shadow Ball,Shadow Bone,Shadow Claw,Shadow Force,Shadow Punch,Shadow Sneak,Sinister Arrow Raid,Soul-Stealing 7-Star Strike,Spectral Thief,Spirit Shackle,Spite,Trick-or-Treat"
525,Buneary,Normal,55,66,44,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
526,Lopunny,Normal,65,76,84,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
